gene,label,label_frequency,neg_log10_freq,metric_value,metric_quantile
ENSG00000187514,B cell,0.0001658946186337,3.780167701592244,0.9263168724279836,0.9263374485596708
ENSG00000077420,B cell,0.0001658946186337,3.780167701592244,0.9543004115226338,0.9543209876543209
ENSG00000166710,B cell,0.0001658946186337,3.780167701592244,0.9412139917695472,0.9412345679012346
ENSG00000019582,B cell,0.0001658946186337,3.780167701592244,0.9955349794238684,0.9955555555555555
ENSG00000104894,B cell,0.0001658946186337,3.780167701592244,0.9535185185185184,0.9535390946502058
ENSG00000111348,B cell,0.0001658946186337,3.780167701592244,0.9373456790123456,0.9373662551440329
ENSG00000152601,B cell,0.0001658946186337,3.780167701592244,0.8883744855967078,0.8883950617283951
ENSG00000132465,B cell,0.0001658946186337,3.780167701592244,0.9846296296296296,0.9846502057613169
ENSG00000007312,B cell,0.0001658946186337,3.780167701592244,0.9142592592592592,0.9142798353909465
ENSG00000136104,B cell,0.0001658946186337,3.780167701592244,0.4889917695473251,0.48901234567901236
ENSG00000160307,Schwann cell,0.0051427331776476,2.2888060077577266,0.9838888888888888,0.9839094650205761
ENSG00000158887,Schwann cell,0.0051427331776476,2.2888060077577266,0.992201646090535,0.9922222222222222
ENSG00000071991,Schwann cell,0.0051427331776476,2.2888060077577266,0.979238683127572,0.9792592592592593
ENSG00000107874,Schwann cell,0.0051427331776476,2.2888060077577266,0.747880658436214,0.7479012345679013
ENSG00000143013,Schwann cell,0.0051427331776476,2.2888060077577266,0.8039711934156378,0.8039917695473251
ENSG00000151914,Schwann cell,0.0051427331776476,2.2888060077577266,0.8732716049382716,0.8732921810699589
ENSG00000167614,Schwann cell,0.0051427331776476,2.2888060077577266,0.966440329218107,0.9664609053497942
ENSG00000145362,Schwann cell,0.0051427331776476,2.2888060077577266,0.922448559670782,0.9224691358024691
ENSG00000134532,Schwann cell,0.0051427331776476,2.2888060077577266,0.9718312757201646,0.9718518518518519
ENSG00000109099,Schwann cell,0.0051427331776476,2.2888060077577266,0.8736008230452675,0.8736213991769547
ENSG00000160307,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9838888888888888,0.9839094650205761
ENSG00000164106,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9657407407407408,0.9657613168724279
ENSG00000071991,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.979238683127572,0.9792592592592593
ENSG00000167614,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.966440329218107,0.9664609053497942
ENSG00000106278,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9759876543209876,0.9760082304526749
ENSG00000151914,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.8732716049382716,0.8732921810699589
ENSG00000107874,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.747880658436214,0.7479012345679013
ENSG00000122406,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9305555555555556,0.9305761316872428
ENSG00000158887,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.992201646090535,0.9922222222222222
