metric,gene,label,label_frequency,neg_log10_freq,metric_value,metric_quantile
palma_final,ENSG00000187514,B cell,0.0001658946186337,3.780167701592244,0.992448559670782,0.9924691358024691
palma_final,ENSG00000077420,B cell,0.0001658946186337,3.780167701592244,0.8912551440329218,0.8912757201646091
palma_final,ENSG00000166710,B cell,0.0001658946186337,3.780167701592244,0.9827777777777778,0.982798353909465
palma_final,ENSG00000019582,B cell,0.0001658946186337,3.780167701592244,0.9932304526748972,0.9932510288065843
palma_final,ENSG00000104894,B cell,0.0001658946186337,3.780167701592244,0.8758230452674897,0.8758436213991769
palma_final,ENSG00000111348,B cell,0.0001658946186337,3.780167701592244,0.8756172839506173,0.8756378600823045
palma_final,ENSG00000152601,B cell,0.0001658946186337,3.780167701592244,0.959156378600823,0.9591769547325103
palma_final,ENSG00000132465,B cell,0.0001658946186337,3.780167701592244,0.9875925925925926,0.9876131687242798
palma_final,ENSG00000007312,B cell,0.0001658946186337,3.780167701592244,0.8134362139917696,0.8134567901234568
palma_final,ENSG00000136104,B cell,0.0001658946186337,3.780167701592244,0.6640946502057613,0.6641152263374486
palma_final,ENSG00000160307,Schwann cell,0.0051427331776476,2.2888060077577266,0.9612551440329218,0.961275720164609
palma_final,ENSG00000158887,Schwann cell,0.0051427331776476,2.2888060077577266,0.983477366255144,0.9834979423868313
palma_final,ENSG00000071991,Schwann cell,0.0051427331776476,2.2888060077577266,0.9509670781893004,0.9509876543209876
palma_final,ENSG00000107874,Schwann cell,0.0051427331776476,2.2888060077577266,0.927551440329218,0.9275720164609054
palma_final,ENSG00000143013,Schwann cell,0.0051427331776476,2.2888060077577266,0.9339300411522634,0.9339506172839506
palma_final,ENSG00000151914,Schwann cell,0.0051427331776476,2.2888060077577266,0.9143415637860084,0.9143621399176954
palma_final,ENSG00000167614,Schwann cell,0.0051427331776476,2.2888060077577266,0.9345884773662552,0.9346090534979424
palma_final,ENSG00000145362,Schwann cell,0.0051427331776476,2.2888060077577266,0.9291152263374486,0.9291358024691359
palma_final,ENSG00000134532,Schwann cell,0.0051427331776476,2.2888060077577266,0.9722016460905348,0.9722222222222222
palma_final,ENSG00000109099,Schwann cell,0.0051427331776476,2.2888060077577266,0.965,0.9650205761316872
palma_final,ENSG00000160307,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9612551440329218,0.961275720164609
palma_final,ENSG00000164106,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.919320987654321,0.9193415637860082
palma_final,ENSG00000071991,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9509670781893004,0.9509876543209876
palma_final,ENSG00000167614,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9345884773662552,0.9346090534979424
palma_final,ENSG00000106278,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9418312757201646,0.9418518518518518
palma_final,ENSG00000151914,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9143415637860084,0.9143621399176954
palma_final,ENSG00000107874,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.927551440329218,0.9275720164609054
palma_final,ENSG00000122406,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9955761316872428,0.9955967078189301
palma_final,ENSG00000158887,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.983477366255144,0.9834979423868313
palma_final,ENSG00000134532,Schwann cell precursor,0.0137437310975843,1.8618953506008535,0.9722016460905348,0.9722222222222222
palma_final,ENSG00000083067,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.9972633744855968,0.9972839506172839
palma_final,ENSG00000173068,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.985246913580247,0.9852674897119341
palma_final,ENSG00000107317,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.9987448559670782,0.9987654320987654
palma_final,ENSG00000080493,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.9925308641975308,0.9925514403292182
palma_final,ENSG00000158296,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.9202674897119342,0.9202880658436214
palma_final,ENSG00000133083,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.990761316872428,0.9907818930041152
palma_final,ENSG00000078114,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.9586625514403292,0.9586831275720165
palma_final,ENSG00000121742,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.980761316872428,0.9807818930041152
palma_final,ENSG00000170017,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.9850411522633744,0.9850617283950617
palma_final,ENSG00000151012,arachnoid barrier cell,0.0043451628957543,2.361993937650038,0.9687448559670782,0.9687654320987654
palma_final,ENSG00000078596,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9979629629629628,0.9979835390946502
palma_final,ENSG00000184113,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9956584362139916,0.995679012345679
palma_final,ENSG00000017483,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9889917695473252,0.9890123456790123
palma_final,ENSG00000172889,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9788683127572017,0.9788888888888889
palma_final,ENSG00000103257,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9896090534979424,0.9896296296296296
palma_final,ENSG00000085276,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9925720164609052,0.9925925925925926
palma_final,ENSG00000112335,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9756995884773664,0.9757201646090535
palma_final,ENSG00000149564,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9630246913580248,0.963045267489712
palma_final,ENSG00000102755,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9970576131687244,0.9970781893004115
palma_final,ENSG00000101000,capillary endothelial cell,0.0218087617880887,1.661368991178099,0.9624074074074074,0.9624279835390946
palma_final,ENSG00000139329,chondrocyte,0.0028265890790296,2.548737323339753,0.9614609053497942,0.9614814814814815
palma_final,ENSG00000175183,chondrocyte,0.0028265890790296,2.548737323339753,0.9765637860082304,0.9765843621399177
palma_final,ENSG00000122691,chondrocyte,0.0028265890790296,2.548737323339753,0.9132304526748972,0.9132510288065844
palma_final,ENSG00000184009,chondrocyte,0.0028265890790296,2.548737323339753,0.996358024691358,0.9963786008230453
palma_final,ENSG00000116132,chondrocyte,0.0028265890790296,2.548737323339753,0.8871399176954733,0.8871604938271604
palma_final,ENSG00000185532,chondrocyte,0.0028265890790296,2.548737323339753,0.9814609053497942,0.9814814814814815
palma_final,ENSG00000156482,chondrocyte,0.0028265890790296,2.548737323339753,0.9947119341563786,0.9947325102880659
palma_final,ENSG00000134532,chondrocyte,0.0028265890790296,2.548737323339753,0.9722016460905348,0.9722222222222222
palma_final,ENSG00000176788,chondrocyte,0.0028265890790296,2.548737323339753,0.9629012345679012,0.9629218106995885
palma_final,ENSG00000145425,chondrocyte,0.0028265890790296,2.548737323339753,0.9953703703703703,0.9953909465020576
palma_final,ENSG00000118271,choroid plexus epithelial cell,0.0504255835024182,1.2973490676235915,0.9999382716049384,0.9999588477366255
