rank,group,gene,scores,logfoldchanges,pval,qval,mean_in_norm,mean_out_norm,pct_in,pct_out,log2fc,auc_norm_expr,cells_in_label,label_frequency
1,DC3,FCER1A,13.243402,4.637269,4.926624367286987e-40,9.875911206663495e-36,32.273697,7.4266567,0.9894737,0.34066987,2.119574,0.90985644,95,0.08333333333333333
2,DC3,ANXA2,12.178422,1.6970958,4.05043543979868e-34,4.059751441310217e-30,32.525894,15.766091,1.0,0.9100478,1.0447637,0.8768975,95,0.08333333333333333
3,DC3,RNASE2,11.6980095,4.1799493,1.3047829073727533e-31,8.718559387064736e-28,4.844921,0.4371349,0.8105263,0.12822966,3.4703228,0.86202973,95,0.08333333333333333
4,DC3,ANXA1,11.49556,2.4784698,1.3887866122228601e-30,6.959904107154864e-27,28.842632,11.299597,1.0,0.769378,1.3519316,0.85576427,95,0.08333333333333333
5,DC3,GAPDH,11.290831,1.3090235,1.456536170376261e-29,5.839544814272506e-26,47.874146,25.954193,1.0,0.95789474,0.8832791,0.84942836,95,0.08333333333333333
6,DC3,CD1C,11.099121,2.852542,1.266831465108442e-28,4.232483924927305e-25,3.1293852,1.066634,0.8736842,0.1923445,1.552814,0.84349537,95,0.08333333333333333
7,DC3,CLEC10A,11.082359,3.5469847,1.5279295293767107e-28,4.375553620840792e-25,6.2327547,1.1832936,0.84210527,0.19904307,2.3970618,0.84297657,95,0.08333333333333333
8,DC3,SH3BGRL3,10.577373,1.0800767,3.794494576919876e-26,9.508054786116979e-23,22.627449,13.065648,1.0,0.95502394,0.7922952,0.8273483,95,0.08333333333333333
9,DC3,S100A9,10.553613,3.4203615,4.888082265437832e-26,1.0887388565885198e-22,79.16522,33.532356,1.0,0.6909091,1.2393129,0.82661295,95,0.08333333333333333
10,DC3,CAPG,10.378828,1.9408108,3.095511332610566e-25,6.205262017351141e-22,12.591213,5.1662946,0.9894737,0.7569378,1.2852155,0.8212037,95,0.08333333333333333
