rank,group,gene,scores,logfoldchanges,pval,qval,mean_in_norm,mean_out_norm,pct_in,pct_out,log2fc,auc_norm_expr,cells_in_label,label_frequency
1,DC6,SERPINF1,20.820494,5.543019,2.822668785416195e-96,2.4371419467247543e-92,15.896616,0.537521,1.0,0.3050672,4.886255,0.99637157,173,0.15175438596491228
2,DC6,IGJ,20.816856,9.95816,3.0451361806530716e-96,2.4371419467247543e-92,68.96389,0.26746508,0.99421966,0.16339193,8.010346,0.9962849,173,0.15175438596491228
3,DC6,GZMB,20.808207,9.951315,3.6473240747152865e-96,2.4371419467247543e-92,104.96219,0.38605413,0.99421966,0.16442606,8.086851,0.99607867,173,0.15175438596491228
4,DC6,AK128525,20.697508,8.083592,3.647460308152064e-95,1.4661479836023053e-91,16.878675,0.18557167,0.99421966,0.111685626,6.5070815,0.99343956,173,0.15175438596491228
5,DC6,PLD4,20.697384,4.8095646,3.6569589534129134e-95,1.4661479836023053e-91,17.034407,0.9220001,1.0,0.53257495,4.207541,0.9934366,173,0.15175438596491228
6,DC6,ITM2C,20.60875,6.1641383,2.2907626791940899e-94,7.653438111187454e-91,11.519111,0.3025642,0.99421966,0.229576,5.250644,0.99132353,173,0.15175438596491228
7,DC6,IRF7,20.552586,4.9978395,7.297250381449398e-94,2.0897240163790663e-90,13.369372,0.52445364,0.99421966,0.48397106,4.6719728,0.9899845,173,0.15175438596491228
8,DC6,CCDC50,20.520617,5.3356,1.4091481172354402e-93,3.5309728947627044e-90,3.004091,0.09012851,0.99421966,0.41261634,5.058801,0.98922235,173,0.15175438596491228
9,DC6,TCF4,20.499805,5.203001,2.1615594966908e-93,4.814513518962642e-90,3.8406653,0.13179418,1.0,0.34953463,4.864998,0.98872626,173,0.15175438596491228
10,DC6,LYZ,-20.379955,-6.940134,2.5188641543019585e-92,5.0493150837137064e-89,1.918843,182.34727,1.0,0.99069285,-6.570308,0.014131065,173,0.15175438596491228
