rank,group,gene,scores,logfoldchanges,pval,qval,mean_in_norm,mean_out_norm,pct_in,pct_out,log2fc,auc_norm_expr,cells_in_label,label_frequency
1,DC5,AXL,9.3014345,5.607843,1.3856367751072836e-20,2.777647479380061e-16,4.5823503,0.15725565,1.0,0.8126126,4.864904,0.99702704,30,0.02631578947368421
2,DC5,PPP1R14A,9.188475,5.911453,3.9844963497761986e-20,3.9936606913806838e-16,2.2891085,0.049770117,1.0,0.067567565,5.523362,0.990991,30,0.02631578947368421
3,DC5,SIGLEC6,8.846787,6.2313466,9.007473627830946e-19,6.018793878116638e-15,2.7489495,0.04107561,0.96666664,0.09189189,6.0644546,0.9727327,30,0.02631578947368421
4,DC5,CD22,8.424736,5.470415,3.615652808670461e-17,1.8119844050652017e-13,0.6873926,0.015482082,0.93333334,0.096396394,5.4724627,0.9501802,30,0.02631578947368421
5,DC5,DAB2,8.119577,3.8786395,4.678104132474141e-16,1.8755455087915327e-12,2.15255,0.20621674,0.96666664,0.22162162,3.3838134,0.9338739,30,0.02631578947368421
6,DC5,S100A10,8.003246,2.2167907,1.2118142584672207e-15,4.048671437538984e-12,22.839497,7.502741,1.0,0.87747747,1.6060412,0.92765766,30,0.02631578947368421
7,DC5,FAM105A,7.518814,2.6218865,5.527538222874286e-14,1.5829290173676847e-10,1.7419121,0.30839238,1.0,0.5603604,2.4978328,0.9017718,30,0.02631578947368421
8,DC5,LGMN,7.4924006,3.3599603,6.762514969874616e-14,1.694517188576332e-10,8.352397,1.6626061,1.0,0.46036035,2.3287437,0.90036035,30,0.02631578947368421
9,DC5,ACTG1,7.274912,1.3280145,3.466465830959969e-13,7.720974894158172e-10,72.82879,36.989838,1.0,0.97657657,0.97737986,0.88873875,30,0.02631578947368421
10,DC5,PLAC8,7.217027,3.1658132,5.313630293925318e-13,1.0651703287202693e-09,23.656738,6.3335457,1.0,0.8756757,1.9011658,0.8856456,30,0.02631578947368421
