rank,group,gene,scores,logfoldchanges,pval,qval,mean_in_norm,mean_out_norm,pct_in,pct_out,log2fc,auc_norm_expr,cells_in_label,label_frequency
1,DC4,FCGR3A,20.812437,6.147678,3.339308425445363e-96,6.693977669647775e-92,74.58744,5.6048927,1.0,0.4697286,3.734174,0.98602283,182,0.15964912280701754
2,DC4,LST1,19.923117,3.0970504,2.565129137121955e-88,2.5710289341373356e-84,22.865995,4.346646,1.0,0.78183717,2.395229,0.965255,182,0.15964912280701754
3,DC4,AIF1,19.129213,2.7354453,1.4423355430349216e-81,9.637686098559346e-78,29.052828,7.520049,1.0,0.81002086,1.9498646,0.94671535,182,0.15964912280701754
4,DC4,IFITM3,19.006044,3.7315931,1.5198898854324365e-80,6.3408560588787904e-77,33.985447,5.2585692,1.0,0.80375785,2.692175,0.943839,182,0.15964912280701754
5,DC4,AK307192,19.003958,4.2923594,1.5815763890249401e-80,6.3408560588787904e-77,5.9193316,0.5516432,0.96153843,0.32463464,3.423627,0.9437903,182,0.15964912280701754
6,DC4,MTSS1,18.716604,3.5952098,3.625366385126702e-78,1.211234909270831e-74,1.280894,0.12105134,0.989011,0.25991648,3.4034603,0.9370799,182,0.15964912280701754
7,DC4,TCF7L2,18.385166,3.7941651,1.7270801727016012e-75,4.945864163139471e-72,1.2563429,0.09216667,0.97252744,0.23590814,3.7688413,0.92933995,182,0.15964912280701754
8,DC4,MS4A7,17.75692,3.3368807,1.523683561052637e-70,3.817970083107646e-67,9.109957,1.5037887,0.989011,0.59707725,2.5988424,0.91466886,182,0.15964912280701754
9,DC4,SERPINA1,17.711239,3.4026346,3.434301573947927e-70,7.64933437237335e-67,31.407766,7.786049,1.0,0.6868476,2.012158,0.91360205,182,0.15964912280701754
10,DC4,FCER1G,17.682749,1.7263937,5.695035014670258e-70,1.1416267190408e-66,56.291542,24.141422,1.0,0.9530271,1.2214074,0.91293675,182,0.15964912280701754
