rank,group,gene,scores,logfoldchanges,pval,qval,mean_in_norm,mean_out_norm,pct_in,pct_out,log2fc,auc_norm_expr,cells_in_label,label_frequency
1,DC1,C1ORF54,19.974752,7.171485,9.133496112215154e-89,1.6717168285061714e-84,7.57118,0.07819407,0.97590363,0.059548255,6.5973153,0.9843955,166,0.1456140350877193
2,DC1,CLEC9A,19.944658,7.622553,1.6678807028895254e-88,1.6717168285061714e-84,3.7297492,0.64640725,0.97590363,0.040041067,2.5285633,0.98366565,166,0.1456140350877193
3,DC1,HLA-DPA1,19.63376,2.665139,7.960098083521366e-86,5.318937539408976e-82,124.28646,33.3493,1.0,0.9486653,1.8979408,0.97612625,166,0.1456140350877193
4,DC1,CADM1,19.444262,7.9730067,3.259291481063183e-84,1.6333939257348141e-80,2.4626856,0.014965317,0.9518072,0.034907598,7.362466,0.9715309,166,0.1456140350877193
5,DC1,HLA-DPB2,19.356783,2.912027,1.7870504596242722e-83,7.164642702725633e-80,88.25976,19.979124,1.0,0.9301848,2.1432626,0.96940947,166,0.1456140350877193
6,DC1,WDFY4,19.302713,3.7888665,5.09619083541184e-83,1.7026373581110957e-79,5.004953,0.5353718,1.0,0.587269,3.2247434,0.9680983,166,0.1456140350877193
7,DC1,TYROBP,-19.073812,-5.3429804,4.1678971764238894e-81,1.1935666685513326e-77,0.7809418,22.683786,0.46385542,0.95585215,-4.8603024,0.037452687,166,0.1456140350877193
8,DC1,CPVL,19.046778,3.5524209,6.987410061493751e-81,1.7508702761587967e-77,51.496025,7.7884893,0.9939759,0.7956879,2.7250457,0.9618917,166,0.1456140350877193
9,DC1,CD74,19.023695,2.171584,1.0855550846395592e-80,2.4178930251871783e-77,350.4937,115.55396,1.0,0.98049283,1.6008219,0.96133196,166,0.1456140350877193
10,DC1,HLA-DPB1,18.95407,3.123222,4.087259507550484e-80,8.193320408835701e-77,13.10979,2.4982367,1.0,0.71355236,2.3916626,0.9596435,166,0.1456140350877193
