rank,group,gene,scores,logfoldchanges,pval,qval,mean_in_norm,mean_out_norm,pct_in,pct_out,log2fc,auc_norm_expr,cells_in_label,label_frequency
1,Mono2,LAIR2,14.65891,3.7335165,1.1815434210651814e-48,2.3685219418672626e-44,2.0910351,0.32140478,0.93043476,0.17268293,2.701754,0.9163351,115,0.10087719298245613
2,Mono2,PSAP,14.556754,1.7488643,5.2910971482923724e-48,5.303266671733445e-44,118.98925,47.184906,1.0,0.98146343,1.3344339,0.91343373,115,0.10087719298245613
3,Mono2,IFI30,13.576715,2.6762388,5.503963343332553e-42,3.6777483060148116e-38,95.42879,35.484173,1.0,0.86536586,1.427249,0.88559914,115,0.10087719298245613
4,Mono2,FTL,12.975729,1.9248146,1.6799058292593328e-38,8.418848063333147e-35,240.76984,98.764656,1.0,0.98146343,1.2855879,0.8685302,115,0.10087719298245613
5,Mono2,ASAH1,12.253469,2.3623834,1.6095963882347553e-34,6.453193839710781e-31,10.757367,3.4607565,1.0,0.7414634,1.6361657,0.848017,115,0.10087719298245613
6,Mono2,APOBEC3A,11.994944,3.1076171,3.7767453828952775e-33,1.2618106324253121e-29,7.299181,1.2842004,0.9217391,0.58926827,2.5068643,0.84067446,115,0.10087719298245613
7,Mono2,SAT1,11.863963,2.2353857,1.8214510887388717e-32,5.216115503551346e-29,79.62347,33.551346,1.0,0.9492683,1.2468231,0.8369544,115,0.10087719298245613
8,Mono2,TSPAN14,11.746424,2.0384912,7.367082462245427e-32,1.846006687977148e-28,1.7398894,0.50575024,0.973913,0.7121951,1.7824986,0.83361614,115,0.10087719298245613
9,Mono2,RPS26,11.613651,1.4140046,3.512869800660887e-31,7.824332002672016e-28,3.1226885,1.4066112,1.0,0.8595122,1.1505651,0.8298452,115,0.10087719298245613
10,Mono2,PTPRC,11.572729,1.5995787,5.665129434022343e-31,1.135631846344119e-27,12.242159,5.6930614,1.0,0.9512195,1.1045815,0.8286829,115,0.10087719298245613
